Company Name,Global Size,Company Rating,Company Ownership Type,Company Age,Est Yearly Revenue
Pyramid Consulting,5,3.7,2,27,7
"Pyramid Consulting, Inc",5,3.7,2,27,7
"Pyramid Consulting, Inc",7,3.1,3,42,12
"Pyramid Consulting, Inc.",5,3.7,2,27,7
"Pyramid Technology Solutions, Inc.",2,3.9,2,29,4
Q Analysts,3,4.3,2,20,5
"Q2 Software, Inc",5,3.1,3,19,7
Q2eBanking,5,3.1,3,19,7
Q2eBanking,5,3.2,3,19,7
Qatalys,2,4.2,2,28,3
QBE,7,3.2,3,137,12
"QRC Group, LLC",2,4.6,2,25,1
Qstride,1,4.7,2,11,2
"Quadrant, Inc",4,4.8,2,21,5
"Quadrant, Inc.",4,4.8,2,21,5
"Quadrant, Inc.",4,4.7,2,21,5
Qualcomm,7,4,3,38,12
Qualcomm Incorporated,7,4,3,38,12
Qualys,4,3,3,24,7
Qualys,4,2.9,3,24,7
Quantech Services,3,3.7,2,24,6
Quantum Integrators Group,2,3.6,2,18,4
Quartus Engineering,2,4.6,2,26,5
Quest Analytics,2,3.8,2,20,5
Quest Diagnostics,7,3.3,3,56,11
QuEST Global,7,3.1,2,26,7
Quest Integrity,3,2.9,3,27,6
Quest Software,5,3.1,2,36,8
QUICK SERVICES LLC,2,4.7,2,20,4
"Quicksilver Scientific, Inc",2,3.1,2,16,5
Quidel Corporation,5,2.6,3,44,7
"Quiksilver, Inc.",6,3.7,2,54,9
QuinStreet,4,3.2,3,24,7
Quotient Sciences,4,3.6,2,33,6
Quotient Technology Inc.,4,2.9,3,25,7
QVC,7,3.2,13,37,11
"QVC, Inc.",7,3.2,13,37,11
R+L Carriers,7,3.5,2,58,10
Raba-Kistner,3,4.2,2,55,6
Rabobank America,7,3.7,2,125,12
Rackspace,6,3.6,2,25,10
Radian Group,5,3.7,3,46,9
Radian Group Inc.,5,3.7,3,46,9
Radiant Plumbing & Air Conditioning,2,4.7,2,24,4
Rady Children's Hospital,5,3.3,8,69,8
Rady Children's Hospital,5,3.5,8,69,8
Rakuten,7,3.5,3,26,12
RampRate,1,3.7,2,22,2
Ramsey Solutions,4,3.8,2,32,7
Ramy Infotech,2,3.1,3,13,1
Randolph-Brooks Federal Credit Union,4,3.3,8,71,7
Randstad,7,3.7,3,63,12
Rang Technologies Inc.,2,4.5,2,18,4
Rangam Consultants Inc.,3,4.1,2,28,4
Raymond James Financial,7,3.8,3,61,11
Raytheon Intelligence & Space,7,3.5,13,3,12
Raytheon Missiles & Defense,7,3.3,13,3,12
RBC,7,3.9,3,154,12
RBR Technologies,2,5,2,12,4
RCM Technologies,5,3.4,3,52,7
Rea & Associates,3,4.3,10,42,5
Reaktor,4,4.8,2,23,6
Real Capital Analytics,2,3.9,2,23,5
Real Time Resolutions Inc,3,3,2,23,5
RealPage,6,2.8,3,25,8
Realty Income,2,4.6,3,54,2
Recondo Technology,2,3.5,2,16,5
Recovery Centers of America,5,3.4,2,8,5
Red Hat,7,4.1,3,30,10
Red Hat Inc.,7,4.1,3,30,10
Red River,4,3.9,2,28,7
Red River,4,4,2,28,7
Reddy Ice,5,2.8,3,20,7
Redhorse Corporation,2,3.6,2,15,5
RedStream Technology,1,4.2,2,16,3
Redwood Dental,3,4.3,2,41,4
Refinitiv,7,3.6,2,5,11
Refuse Specialists,2,4,2,15,4
Regions Financial,7,3.4,3,52,11
REI Systems,3,4,2,34,6
"Relevante, Inc",2,3.1,2,21,4
"Relevante, Inc.",2,3.1,2,21,4
"RELI Group, Inc.",3,4.3,2,10,4
Reliable Software Resources,4,4,2,19,6
Reliv International,3,4.4,3,35,5
RELX,7,3.7,3,143,12
RELX Group,7,3.7,3,143,12
Remedi SeniorCare,5,3.4,2,21,7
RemX,2,3.5,13,21,7
Repsol,7,3.3,3,36,9
Republic National Distributing Company,6,4,2,125,11
RePublic Schools,2,3.3,11,12,2
Republic Services,7,3.4,3,25,11
Republican National Committee,3,3.8,8,163,6
"Resideo Technologies, Inc.",7,2.9,3,5,10
ResMed,6,4.1,3,34,10
Resource Informatics Group,1,4.6,8,11,3
"Resource Logistics, Inc.",2,4.7,2,26,4
Restaurant Depot,6,2.8,2,33,11
Retention Science,2,4.4,2,10,3
Revel,2,3.6,2,18,5
Revel IT,3,5,2,26,6
RevenueWell,2,4.2,2,13,5
RevZilla,3,2.8,2,16,7
Rexnord,6,3.1,3,131,10
Rexnord Corporation,6,3.1,3,131,10
Reyes Holdings,7,3.4,2,47,5
Reynolds American,6,3.3,2,148,12
Reynolds and Reynolds,5,3.5,2,157,10
"RF-SMART, a division of ICS",3,4.7,2,41,5
RGP,5,4.1,3,27,8
Rice University,5,4.5,1,111,7
RiceTec,3,2.9,2,38,6
Richemont,7,3.7,3,35,12
Rick Engineering,3,3.5,2,68,5
"Ricondo & Associates, Inc.",2,4.5,2,34,6
Rider Levett Bucknall,5,3.9,2,16,7
"Riffyn, Inc",1,4.7,2,9,1
Rigel Pharmaceutical,2,3.3,3,27,2
Rightpoint,4,3.8,13,16,7
RightWorks Inc,2,4.4,2,15,4
RIM,3,4.1,2,26,7
Rimini Street,5,3.3,3,18,7
"Rimini Street, Inc",5,3.3,3,18,7
Ring Power,5,3.3,2,62,8
"RISE Services, Inc.",5,2.8,8,36,6
Risk Management Solutions (RMS),5,3.9,2,34,7
Riskcare,2,3.5,2,29,3
Riskonnect,3,3.7,2,16,7
Riskonnect Inc,3,3.7,2,16,7
RiskSpan,2,4.4,2,22,4
Ritchie Bros.,5,3.2,3,65,8
RIVA Solutions,3,3.8,2,14,5
RiverPoint,1,3.8,2,35,3
Riverway Business Services,1,3,10,33,3
RMS Computer,3,3,2,38,5
RMS Computer Corp.,3,3,2,38,5
RMS Computer Corporation,3,3,2,38,5
Robert Bosch Tool Corporation,5,3.1,13,52,8
Robert Half,7,3.5,3,75,10
Robertshaw,6,3,2,124,8
Roche,7,4.1,3,127,12
Rockingham County,5,3.5,6,47,6
Rockstar Games,5,4,13,25,4
Rockstar Games,5,4.1,13,25,4
Rockwell Automation,7,3.7,3,120,11
ROI Solutions,2,4.3,2,24,3
Roku,5,3.9,3,21,8
"Rollins, Inc.",7,3.3,3,39,9
Romeo Power,2,3.1,2,8,4
Roosevelt University,5,3.7,1,78,7
Root Insurance,4,3.8,2,8,7
Rootshell Enterprise Technologies Inc.,2,3.9,2,21,4
Rosano Partners,1,4.8,2,17,3
Rose International,5,4.5,2,30,7
Ross Stores,7,3.3,3,66,12
RoundPoint Mortgage Servicing Corporation,4,3.7,2,16,7
RS Software,3,3,2,36,3
RSM,7,3.8,10,59,11
Rubicon Project,3,3.4,3,16,7
RunTitle,1,4.2,2,11,1
Rush University Medical Center,6,3.9,7,186,9
Rushmore Loan Management Services,4,2.9,2,15,3
Russell Tobin & Associates,2,3.5,13,13,4
Rutgers University,6,4.1,1,257,10
"RVM Enterprises, Inc.",2,2.3,2,27,5
RWJBarnabas Health,7,3.7,8,41,9
"Ryan, LLC",5,4.6,2,32,8
"Ryan, LLC",5,4.7,2,32,8
Ryder System,7,3.1,3,90,11
S&C Electric,5,3.8,2,112,8
S&P Global,7,3.8,3,135,11
SA Technologies Inc,4,4.1,2,21,5
Sabert,5,4.1,2,40,8
Sabre,6,3.4,3,63,10
"Sabre Industries, Inc",5,3.1,2,46,8
"Sabre Systems, Inc.",3,4.7,2,34,6
SADA,2,4.7,2,23,6
"Safe-Guard Products International, LLC",3,3,2,31,7
Safelite,7,3.2,2,76,10
Safeway Inc,7,3.1,2,108,12
SAGE Counseling,2,3,2,25,3
Sagence,1,4.5,2,14,4
SAIC,7,3.7,3,10,3
Saicon Consultants Inc,3,3.3,2,25,5
Saicon Consultants Inc.,3,3.3,2,25,5
SailPoint Technologies,5,4.7,3,18,7
Salesforce,7,4.4,3,24,12
Samaritan's Purse,5,4.3,8,53,7
Sammons Financial Group Companies,5,4.8,2,27,9
Samsung Electronics,7,3.6,3,54,12
Samsung Electronics America,5,2.9,13,85,12
Samsung Electronics America Inc,5,2.9,13,85,12
Samsung Research America,5,3.5,13,35,6
Samsung SDS America,7,3.6,3,54,12
San Diego,3,2.7,1,54,3
San Diego County Credit Union,4,3.1,8,85,7
San Diego Gas & Electric,5,3.6,13,28,10
San Diego Gas and Electric Company,5,3.6,13,28,10
San Diego State University,5,4.2,1,126,7
San Mateo-Foster City Elementary,5,3.3,2,103,6
Sandia National Laboratories,7,3.8,6,74,10
Sanofi,7,3.7,3,50,12
Santa Clara Family Health Plan,3,3.4,6,26,9
Santander,7,3.1,2,167,12
Santander Consumer USA,7,3.1,2,167,12
SAP,7,4.6,3,51,12
Saratoga Medical Center,3,4.1,2,38,4
Sartorius,6,3.5,3,153,9
SAS,7,4.3,2,47,10
SAS Institute,7,3.8,2,47,10
"SAS Institute, Inc",7,3.8,2,47,10
SAT Healthcare,3,3.5,2,21,6
Saven Technologies Inc.,3,3.8,2,24,4
Saviynt,3,3.7,2,13,5
Sawdey Solution Services Inc,3,4.2,3,22,5
"Sawdey Solution Services, Inc.",3,4.2,3,22,5
SBG Techology Solutions,2,3.7,2,19,4
Scalability Experts,1,4.3,2,21,2
Scality,3,4.1,2,14,4
SCAN Health Plan,4,3.2,8,46,10
"School Specialty, Inc.",5,2.7,3,64,8
Schrödinger,3,4.2,3,33,6
Schreiber Foods,6,3.2,2,78,10
"SCI Shared Resources, LLC",7,3.7,3,61,10
Science Systems and Applications,4,4,2,46,6
"Science Systems and Applications, Inc",4,4,2,46,6
Scientific Games,6,3.2,3,39,10
Scientific Research Corporation,5,4.2,2,35,7
Scientific Technologies Corporation,2,2.8,2,35,5
SCIEX,5,3.1,3,53,4
SCL Health,7,3.4,8,159,10
Scopus IT,1,4.2,2,16,1
Scotiabank,7,3.6,3,191,12
Scotts Miracle-Gro,6,4.1,3,155,11
Scripps Health,7,3.6,8,99,10
SDI Presence,2,4,2,27,6
SDI Presence LLC,2,4,2,27,6
SDL,5,3.6,2,31,7
Secure-24,4,3.2,2,22,7
Security Service Federal Credit Union,5,3.5,8,67,11
Securonix,3,3.1,2,14,6
Sedgwick Claims Management Services,7,2.7,2,54,10
Segue Technologies,2,4.6,2,26,4
Segue Technologies Inc,2,4.6,2,26,4
SEI,3,4.6,2,31,6
SEI Investments,5,3.1,3,55,9
Select Medical,7,3.1,3,27,11
Selective Insurance,5,3.4,3,97,9
Semantic Research Inc,2,2.8,2,22,4
Sempra Energy,7,3.9,3,25,4
Sempra Energy,7,3.8,3,25,4
Sense Corp,3,3.8,2,27,4
Sensiple Inc.,4,3.3,2,24,5
Sentel Corporation,4,3.4,2,37,6
Seqirus,5,3.3,3,8,1
Sercel,4,3.4,2,67,7
Serco Group,7,3,3,36,11
Sermo,3,2.9,2,17,6
Serverlogic,1,3.5,2,31,4
Service Corporation International,7,3.6,3,61,10
ServiceLink,5,2.5,13,56,8
"ServiceLink, a Black Knight Company",5,2.5,13,56,8
ServiceNow,7,3.7,3,19,10
ServiceNow,7,3.8,3,19,10
"ServiceNow, Inc.",7,3.7,3,19,10
Servient,2,4,2,19,4
Sevatec Inc.,3,3.8,2,20,7
Seven Seven Softwares,3,3.1,3,27,4
Sezzle,2,4.9,3,7,4
Shake Shack,5,3.5,3,19,7
Shamrock Foods,5,3.4,2,101,10
Shands Jacksonville,5,3.3,8,39,8
SharkNinja,5,3.1,2,30,9
Sharp Electronics Corporation,5,3.9,3,61,9
Sharp HealthCare,7,4,8,77,9
Sheetz,7,3.8,2,71,11
Sheetz,7,3.7,2,71,11
SHI International,5,3.6,2,34,12
Shinetech Software,3,4.6,2,22,4
"Shinetech Software, Inc.",3,4.6,2,22,4
ShipStation,2,3.4,13,12,3
Shop LC,3,3,2,16,7
Shorenstein Realty Services L.P.,3,3.8,2,99,6
Shutterfly,5,3.2,2,24,9
Sia Partners,5,3.9,2,24,7
Sidebench,1,4.5,2,11,2
Sidley Austin LLP,5,4.5,2,157,9
Siemens,7,4,3,180,12
Siemens Healthineers,7,3.9,3,176,12
Signature Consultants,5,3.6,2,26,7
Signode,6,3.2,13,110,10
Sikich LLP,5,3.8,2,41,7
Silicon Labs,5,4.5,3,27,8
Silicon Valley Bank,5,3.5,3,40,9
Silvergate Bank,3,3.7,3,35,5
Simmons Bank,5,3.2,3,120,11
Simon & Schuster,5,2.8,13,99,8
SimpleLegal,2,5,2,10,3
Simpson Strong-Tie,5,3.5,3,67,8
Sinai Health System,5,3,8,105,7
Sinclair Broadcast Group,6,2.8,3,37,10
SiO Digital,1,4.7,2,8,2
SIRA Consulting Inc,1,4.8,2,11,3
Sirius XM,5,3.1,3,33,10
SiriusXM,5,3.1,3,33,10
"Six Flags, Inc.",5,3.5,3,62,9
Skanska,6,3.8,3,52,11
SkySource Solutions,1,4.1,3,6,3
Slalom,6,4.1,2,22,9
Slalom LLC.,6,4.1,2,22,9
Slice,2,4.4,2,13,4
Smartbear Software,4,4.2,2,14,6
SmartDrive Systems,3,3.3,2,19,6
SmartLinx Solutions,2,3.5,2,23,5
SmartStream Technologies,4,3.2,2,23,6
SMBC Group,7,3.4,3,27,12
SMITH,2,4.1,2,22,6
Smith & Nephew,7,3.3,2,167,10
Smith Seckman Reid,4,3.7,2,55,6
Smithfield,7,3.1,13,87,12
SNI Financial,3,3.1,3,25,7
Socalgas,6,4.4,13,94,10
Société Générale,7,3.1,3,159,12
Social Solutions,3,2.8,2,23,5
SoftClouds,2,4.6,2,18,3
SOFTHQ INC,2,4,2,13,3
SoftNice Inc,4,4.1,2,22,5
Softpath System LLC,3,3.9,2,24,5
SoftVision - North America,5,4,2,29,7
Software Guidance & Assistance,2,3.7,2,42,6
"Software Resources, Inc.",2,4.4,2,31,4
Sogeti,5,3.1,13,56,7
Solar Turbines,6,3.8,13,96,8
Solekai Systems Corp,1,4.2,2,21,4
Solera,6,2.4,2,18,9
"SolGenie Technologies, Inc.",2,5,2,16,4
Solugenix,3,4.3,2,54,6
Solugenix Corporation,3,4.3,2,54,6
SOLUTE,2,3.1,2,21,5
SolutionStream,2,4,2,27,4
SolutionStream LLC.,2,4,2,27,4
Solutran,2,3,2,41,5
Sonic Automotive,6,3.9,3,47,11
Sonic Healthcare USA,7,2.6,3,36,10
Sonora Quest Laboratories,5,3,2,26,6
Sony Corporation,7,3.7,3,77,12
Sony PlayStation,6,3.5,13,29,12
Sony Playstation Network,6,3.5,13,29,12
Source of Future Technology Inc,1,4.1,2,42,3
Source of Future Technology Inc,1,4.2,2,42,3
Source One Technical Solutions,3,5,2,20,4
South Shore Health,4,2.6,2,44,5
South Shore Health System,5,3.7,8,101,2
Southcentral Foundation,5,3.4,2,41,7
Southeastern Grocers,4,3,2,9,12
Southern California Edison,7,3.8,13,144,12
Southern California Physicians Managed Services,2,4,2,27,2
Southern California Regional Rail Authority,3,2.4,6,32,5
Southern Glazer's Wine & Spirits,7,3.4,2,55,12
"Southern Indian Health Council, Inc",2,2.8,8,43,4
Southside Bank,4,3.4,3,63,7
Southwest Research Institute,5,4.1,8,76,8
Southwest Research Institute Inc.,5,4.1,8,76,8
Southwestern College (California),4,3.5,1,63,4
Spark Energy,2,3.2,3,21,7
Sparkhound,2,2.9,2,25,4
Sparx Engineering,1,5,2,18,2
Spaulding Rehabilitation Hospital,5,3.7,8,27,7
Spaulding Ridge LLC,2,4.7,2,5,5
SPECTRAFORCE TECHNOLOGIES Inc.,4,3.6,2,23,5
SPECTRAFORCE TECHNOLOGIES Inc.,4,3.7,2,23,5
Spectrum,7,2.9,13,7,12
Spectrum Comm,2,3.8,2,24,5
Spectrum Communications & Consulting Inc.,2,3.3,2,31,4
Spectrum Communications and Consulting,2,3.3,2,31,4
Spectrum Communications and Consulting,2,3.4,2,31,4
Speridian Technologies LLC,4,3.8,2,20,5
Sphere Consulting (Chicago),2,4.9,2,18,4
Spin Master Ltd,5,2.7,3,29,10
"SPINS, LLC",3,3.5,2,28,6
Spirent Communications,5,3.5,3,87,8
Spireon,3,3.4,2,21,7
Splunk,5,4.1,3,20,9
Spok,4,3.5,3,39,7
Sprout Social,4,4.9,3,13,6
Sprouts Farmers Market,7,2.9,3,21,10
SPX Flow,6,2.8,3,8,10
Square,5,4,3,14,9
Square One Resources,2,4.3,2,28,6
Square Trade,3,3.5,2,24,10
SquareTrade,3,3.5,2,24,10
SRA OSS,2,3.3,2,17,4
SRG Woolf,1,4.6,2,28,4
SSI,1,3.3,2,45,3
SSM Health,7,3.5,8,149,10
SST Truck Company,7,3.3,3,121,12
St Pete College,5,3.8,8,96,6
St. Agnes Healthcare,7,2.9,8,24,7
St. Jude Children's Research Hospital,5,4.6,8,61,9
Staff Perm,1,5,2,10,2
"Staffigo Technical Services, LLC",2,5,2,15,6
Staffing Technologies,3,3.9,2,29,5
Staffmark,7,3.8,2,53,9
Staid Logic LLC,2,4.7,2,17,4
Stamps.com,5,3.2,3,27,7
STAND 8 Technology Services,2,3.9,2,14,4
Stanford Health Care,7,3.9,7,66,10
Stanford University,7,4.3,1,132,12
Stanley Steemer Int. Inc.,5,3.2,2,76,7
Stantec,7,3.7,3,69,9
Star One Credit Union,2,3.5,8,67,7
Star Tribune,5,3.1,2,158,7
Star Tribune Media Company,5,3.1,2,158,7
Starz,4,2.9,13,29,9
State Auto Insurance Companies,5,3.8,3,102,9
State Auto Insurance Companies,5,3.9,3,102,9
State Farm,7,3.3,2,101,12
State Farm Mutual Automobile Insurance Company,7,3.3,2,101,12
State of Oklahoma,7,3.3,6,33,12
State of Wisconsin,7,3,6,175,12
State Street Corporation,7,3.1,3,231,12
State Teachers Retirement System of Ohio,3,3.7,6,104,11
StateServ,3,4,2,19,7
STATS,4,2.7,2,42,6
STATS LLC,4,2.7,2,42,6
Stearns Lending,5,3.2,2,34,7
SteelHouse,2,3.9,2,14,7
Stefanini,7,3.4,13,36,9
Stein Mart,7,2.9,3,120,9
Steiner Electric,3,3,2,107,2
Steiner Electric Co,3,3,2,107,2
Steiner Electric Company,3,3,2,107,2
Stem,2,3.2,2,14,5
Stem Inc,2,3.2,2,14,5
Stepan,5,3.4,3,91,10
StepStone,5,3.8,2,27,7
"Sterling Bank and Trust, FSB",3,3.3,3,39,6
Sterling Engineering,3,4.5,2,54,5
Sterling Jewelers,7,2.9,3,73,11
Sterling National Bank,5,2.8,3,57,12
Steven Winter Associates,2,4,2,51,4
Stewart,3,4.3,2,29,5
Stewart Information Services,6,3.9,3,130,7
Stewart Title,6,3.9,3,130,7
STG International,5,4.4,2,26,6
Strata Decision Technology,3,4.3,13,27,6
"Strategic Analysis, Inc.",3,3.2,2,37,5
Strategic Employment,2,4.8,2,17,2
Strategic Resources Inc (SRI),4,2.5,2,35,6
Strategic Staffing Solutions,5,3.1,4,33,7
Strategic Systems,3,4.5,2,19,4
Streamline Healthcare,2,2.9,2,20,4
Streebo,2,4.1,2,15,2
Stress Engineering Services,2,2.9,10,51,7
Strike Social,2,4.3,2,10,6
Structured Communication Systems,2,3.4,2,31,6
STS Aviation,3,3.1,2,39,7
Subaru of America,5,3.8,13,55,8
Subex,4,3.2,3,31,5
Suddath Companies,5,3.3,2,104,7
Suffolk University,4,4.2,1,117,7
Sumeru,3,4.2,8,20,4
Sumitomo Mitsui Banking Corporation,7,3.4,3,27,12
Sumitomo Mitsui Banking Corporation (SMBC),7,3.4,3,27,12
Sun and Ski Sports,4,3.6,2,43,1
Sun Life,7,3.6,3,158,12
Sun West Mortgage,4,3.3,2,43,12
Suncor,7,2.5,3,56,12
Sundial Software,1,2.7,2,27,2
Sunrise Systems,4,3.7,2,33,5
Sunrise Systems Inc,4,3.7,2,33,5
"Sunrise Systems, Inc.",4,3.7,2,33,5
Sunrun,5,3.2,3,16,7
Sunstate Equipment,5,3.9,2,46,7
"Super Micro Computer, Inc. (Supermicro)",5,2.3,3,30,10
SURVICE Engineering Company,3,4.1,2,42,4
Sutter Health System,7,3.9,8,42,11
SWCA Environmental Consultants,4,3.7,2,42,7
Swca Inc,4,3.4,2,42,7
sweetgreen,5,3.2,2,16,2
Swift,5,3.3,2,50,8
Swift Refrigerated,7,3.3,3,57,10
Swift Transportation,7,3.3,3,57,10
Swinerton Builders,5,4,2,135,10
Swiss Re,7,3.8,3,160,12
Swoon,3,4.6,2,13,6
"SyaRose Technology Services, Inc.",1,4,2,8,4
Sycuan Casino,5,3.3,2,40,7
Synchronoss,5,3.2,3,23,7
Syncroness,2,3.9,2,25,4
Synechron,6,3.6,2,22,7
Synectics,3,3.3,2,39,5
Synectics for Management Decisions Inc,2,3.8,2,54,5
Synectics for Management Decisions Inc,2,3.9,2,54,5
Synectics Inc.,3,3.3,2,39,5
Synergis,3,3.9,2,26,5
Synergy Computer Solutions,1,3.9,2,28,2
Syniti,4,3.6,2,27,7
SYNNEX,7,3.3,3,43,12
SYNNEX Corporation,7,3.3,3,43,12
Syntelli Solutions,2,4.1,2,18,3
Syntelligent Analytic Solutions,2,4.4,2,13,2
"Syntelligent Analytic Solutions, LLC",2,4.4,2,13,2
Sysco,7,3.3,3,54,12
SysMind,2,4.1,2,24,5
Sysmind LLC,2,4.1,2,24,5
Systech Business Solutions,3,3.1,2,30,5
System One,6,3.7,2,44,8
System Soft Technologies,3,4.8,2,24,6
Systematix,4,3.8,2,48,4
Systems Evolution,3,4.6,2,31,6
Systems Integration Solutions,3,3.9,2,33,4
"Systems Planning and Analysis, Inc.",4,3.9,2,51,7
T. Rowe Price,6,3.6,3,86,10
TA Digital,4,3.7,2,23,5
Tachyon Technologies,3,4.4,2,12,4
Tachyon Technologies LLC,3,4.4,2,12,4
"TAD PGS, Inc",5,3.9,13,26,6
"TAD PGS, Inc.",5,3.9,13,26,6
Tahzoo,2,2.9,2,13,4
Tailored Management,2,4,2,58,6
TAJ Technologies Inc,2,3.4,2,36,4
"TAJ Technologies, Inc.",2,3.4,2,36,4
Takeda,7,3.7,3,242,12
Take-Two,5,3.7,3,30,9
"Take-Two Interactive Software, Inc.",5,3.7,3,30,9
Talan,5,3.7,2,21,7
Talend,5,4.4,3,17,7
Talener,2,2.6,2,16,4
TalentBridge,5,4.1,2,38,6
"TalentBurst, Inc.",4,3.9,2,21,6
TalentCare,1,4,2,10,1
Tallwave,2,3.3,2,14,2
Talon,2,4.4,2,22,5
Tandem Diabetes,5,3.6,3,17,6
Tandem Diabetes,5,3.8,3,17,6
Tandem Diabetes Care,5,3.6,3,17,6
Tanisha Systems Inc.,3,3.7,2,21,6
"Tanisha Systems, Inc.",3,3.7,2,21,6
Taos,4,4.3,2,34,7
Tapad,2,4.2,2,13,6
Tapcart,1,5,2,6,2
Targa,5,2.8,3,17,11
Target,7,3.5,3,61,12
Targetbase,1,3.9,13,44,3
Tarzana,4,3,2,52,5
Tata Consultancy Services,7,3.8,3,55,12
Tata Consultancy Services (North America),7,3.7,13,55,12
Taulia,3,4.4,2,14,6
Tavant,5,3.7,2,23,7
TBC Corporation,6,3.7,2,67,10
TBWA\Chiat\Day,5,2.7,3,55,7
TC Energy,6,4,3,72,12
"T-Cetra, LLC",2,3.7,2,16,3
TCG,2,4.7,2,29,5
TCL North America,7,3.5,3,42,12
TCW,4,3.6,13,41,5
TD Bank,7,3.9,3,168,12
TDI (Tetrad Digital Integrity),1,4.7,2,22,2
"TDIndustries, Inc",5,3.7,2,77,8
TDS Telecommunications,5,3.7,13,54,8
TE Connectivity,7,3.6,3,16,12
Tealium,3,3.6,2,15,7
TEAM Industrial Services,6,3,3,50,9
Team Rubicon,2,4.4,8,13,4
TeamSoft,3,4.7,2,27,6
Tech Air,3,3.9,2,88,7
Tech Mahindra (Americas) Inc.,7,3.7,3,37,10
Tech Providers Inc.,2,4.1,2,25,3
Tech Valley Talent,2,4.8,2,15,3
TechDigital Corporation,2,3.5,2,15,4
Techlink Systems,3,3.5,2,25,4
Technical Connections,1,4.2,2,39,4
Technicolor,7,3.4,3,108,10
Technology Navigators,2,3.9,2,24,4
Technology Partners,3,4.4,2,29,5
"Technomics, Inc",2,4,2,39,4
Technosoft Corporation,5,3.9,2,27,7
Technosoft Corporation,5,3.8,2,27,7
Technovert,2,3.9,2,11,2
Techpoint LLC,1,4.6,2,8,1
Techstyle Group LLC,5,3.1,2,13,7
Techtronic Industries North America,7,3.6,2,38,11
TechUSA,5,2.7,2,25,7
Techwave Consulting Inc,5,3.9,2,19,6
Techwave Consulting Inc.,5,3.9,2,19,6
Tecolote Research,4,3.8,2,50,6
Tecture,1,3.7,2,21,2
TEEMA,3,4.7,2,15,6
Tek Leaders,4,3.5,2,7,6
"TekCom Resources, Inc.",2,4.9,2,18,4
TekPartners,4,4.3,13,21,2
Teksalt,1,5,2,16,2
Tekstrom Inc,1,4.6,2,24,4
TEKsystems,5,3.9,13,40,10
"TEKsystems, Inc",5,3.9,13,40,10
Tekvista Inc,2,4.7,2,18,3
TekWissen_LLC,4,4.5,2,14,5
Teladoc,5,3.4,3,21,7
Teledoc,5,3.4,3,21,7
Teledyne Technologies,6,3.1,3,24,10
Teleflex,7,3.6,3,80,10
Teleflex Incorporated,7,3.6,3,80,10
Telephone & Data Systems,7,3.1,3,54,11
Telligen,4,3.6,2,51,6
Telophase,2,4.8,2,24,4
Telophase Corporation,2,4.8,2,24,4
TelTech,2,4.8,3,18,3
Tembec,5,2.9,3,51,9
Temple University,6,4.1,1,135,10
TemPositions,2,3.5,2,61,4
Tempus,2,3.3,2,24,9
Tenaska,4,4.2,2,36,11
"Tentek, Inc.",2,2.6,2,31,4
Tepa,3,3.3,2,18,7
Teradata Corporation,7,3.7,3,44,10
Terminix,6,3.2,13,37,8
Terracon,5,3.5,2,58,8
Tesla Motors,7,3.4,3,20,10
Tetra Tech,7,3.7,3,57,10
"Tetra Tech, Inc.",7,3.7,3,57,10
Teva Pharmaceuticals,7,3.3,3,122,12
Texas Association of Counties,2,4.1,8,54,3
Texas Biomedical Research,3,3.3,8,82,6
Texas Capital Bancshares,5,3.9,3,25,8
Texas Dow Employees Credit Union,4,3.1,8,68,7
Texas Health Resources,7,4.1,8,26,8
Texas Municipal Retirement System,2,4,6,76,3
Texas Mutual,4,3.4,2,32,9
Texas Southern University,5,3.9,1,96,7
Textron,7,3.3,3,100,12
Thales,7,2.9,3,23,12
"Thanx Media, Inc.",1,4.2,2,18,3
The Actors Fund,3,3.8,8,141,5
The Aerospace Corporation,5,3.9,8,63,9
The Ascent Services Group,5,4.6,2,23,7
The AZEK Company,5,3.5,2,40,8
The Bank of New York Mellon,7,3.2,3,239,12
The Bergaila Companies,3,3,2,36,7
The Blackstone Group,5,3.8,3,38,11
The Boston Consulting Group,7,4.3,2,60,3
The Buffalo Group,4,4.2,2,13,7
"The Buffalo Group, LLC",4,4.2,2,13,7
The Carrera Agency,2,4.9,2,21,4
The CE Shop,2,3.8,2,18,4
The Chicago Housing Authority,5,3.2,2,89,1
The Chicago Lighthouse,4,3.3,2,117,5
The Clorox Company,6,3.9,3,110,11
The Connors Group,1,5,2,22,1
The CRS Group,2,4.7,2,29,4
The CSI Companies,2,3,2,29,7
The Fountain Group,5,3.6,2,22,6
The Geneva Foundation,3,4.4,8,30,5
The Home Depot,7,3.6,3,45,12
The Honest Company,3,3.1,2,11,7
The J. M. Smucker Company,6,3.3,3,126,11
"The Jane Pauley Community Health Center, Inc",3,2.9,8,14,4
The Judge Group,5,3.5,2,53,7
"The Judge Group, Inc.",5,3.5,2,53,7
The Main Street America Group,4,3.5,2,100,9
The Marketing Arm,4,3.5,3,30,5
The Menninger Clinic,3,3.5,7,98,5
The Mercadien Group,2,3.7,2,60,5
The Nature's Bounty Co.,5,2.9,2,52,10
The New School,5,3.7,1,104,7
The Ohio State University,7,4.2,1,153,11
The Paragon Group,5,2.9,3,38,8
The Play Station,6,3.5,13,29,12
The Polyclinic,5,3.1,10,63,7
The Provident Bank,4,3,13,184,7
