Company Name,Company Rating,Global Size,Company Rating,Company Ownership Type,Company Rating,Company Age,Company Rating,Est Yearly Revenue
"Integrated Resources, Inc",3.1,3,3.1,2,3.1,27,3.1,5
IntegriChain,3.2,3,3.2,2,3.2,18,3.2,4
Integris Health,2.6,6,2.6,8,2.6,40,2.6,1
Integro,3,1,3,2,3,28,3,3
Intel,4,7,4,3,4,55,4,12
Intel Corp.,4,7,4,3,4,55,4,12
Intel Corporation,4,7,4,3,4,55,4,12
Intelizign,3.8,3,3.8,2,3.8,17,3.8,7
"IntellecTechs, Inc.",3.3,3,3.3,2,3.3,15,3.3,3
IntelliDyne,3.9,3,3.9,2,3.9,24,3.9,5
Intelligence Communications and Engineering,4.7,2,4.7,2,4.7,16,4.7,5
Intelligent Staffing,4.8,1,4.8,2,4.8,6,4.8,2
Intellisoft Technologies,3.7,2,3.7,2,3.7,26,3.7,4
Intelliswift Software Inc,3,3,3,2,3,25,3,6
Intellisys Technology,3.8,1,3.8,2,3.8,25,3.8,2
Intellitro,3.9,2,3.9,2,3.9,9,3.9,2
Intelliware Systems,4.4,3,4.4,2,4.4,18,4.4,5
IntePros,4.2,3,4.2,2,4.2,26,4.2,6
IntePros Consulting,4.2,3,4.2,2,4.2,26,4.2,6
Interactive Business Systems,3.7,4,3.7,2,3.7,42,3.7,6
Intercontinental Exchange,2.8,5,2.8,3,2.8,23,2.8,11
Intercontinental Exchange,3,5,3,3,3,23,3,11
"Intercontinental Exchange, Inc.",2.8,5,2.8,3,2.8,23,2.8,11
InterLinc Mortgage Services,2.7,3,2.7,2,2.7,19,2.7,5
Internap Network Services,3.1,4,3.1,3,3.1,27,3.1,7
International Bancshares Corp,2.6,5,2.6,3,2.6,57,2.6,8
International Flavors and Fragrances,3.6,7,3.6,3,3.6,134,3.6,11
International SOS,3.6,7,3.6,2,3.6,38,3.6,9
International Trucks,2.9,5,2.9,13,2.9,36,2.9,7
Internet Brands,3.5,5,3.5,2,3.5,25,3.5,9
Internet Brands,3.4,5,3.4,2,3.4,25,3.4,9
"Internet Brands, Inc.",3.4,5,3.4,2,3.4,25,3.4,9
"Internet Brands, Inc.",3.5,5,3.5,2,3.5,25,3.5,9
Interos,3.8,2,3.8,2,3.8,18,3.8,3
Interstate Battery System of America Inc,3.3,5,3.3,2,3.3,73,3.3,7
Interstates,4.3,5,4.3,2,4.3,70,4.3,3
Intervarsity,4,5,4,8,4,82,4,6
InterVarsity Christian Fellowship,4,5,4,8,4,82,4,6
Intetics,4,3,4,2,4,28,4,4
INTL FCStone,3.8,5,3.8,3,3.8,36,3.8,12
IntraEdge,3.8,4,3.8,2,3.8,21,3.8,6
IntraHealth International,3.5,4,3.5,8,3.5,44,3.5,6
INTRALOT INC,2.9,6,2.9,2,2.9,31,2.9,6
Intuit,4.4,6,4.4,3,4.4,40,4.4,10
Intuitive Surgical,4.5,6,4.5,3,4.5,28,4.5,10
Invenergy,3.8,4,3.8,2,3.8,22,3.8,6
InvenTech Info,4.8,3,4.8,2,4.8,13,4.8,2
Invesco,3.6,6,3.6,3,3.6,88,3.6,10
Investors Bank,3.2,5,3.2,3,3.2,97,3.2,8
"Invictus International Consulting, LLC",4.8,3,4.8,2,4.8,9,4.8,5
Invitae,4.3,5,4.3,3,4.3,13,4.3,7
INVIVOSCRIBE INC,3.2,2,3.2,2,3.2,28,3.2,4
"Invivoscribe, Inc.",3.2,2,3.2,2,3.2,28,3.2,4
Invoice Cloud,4.3,2,4.3,2,4.3,14,4.3,5
iPipeline,4.7,4,4.7,3,4.7,28,4.7,7
IPRO,3,3,3,8,3,39,3,6
IPS Corporation,2.9,3,2.9,2,2.9,39,2.9,7
Ipsos,3.2,7,3.2,3,3.2,48,3.2,9
IQuasar,4,1,4,2,4,19,4,2
IQVIA,3.6,7,3.6,3,3.6,6,3.6,10
iRobot,3.5,5,3.5,3,3.5,33,3.5,9
Iron Mountain Inc,3.1,7,3.1,3,3.1,72,3.1,10
Iron Systems,3.9,3,3.9,2,3.9,36,3.9,5
"Iron Systems, Inc",3.9,3,3.9,2,3.9,36,3.9,5
Irvine Technology Corporation,4,3,4,2,4,23,4,5
ISHPI Information Technologies,3.5,3,3.5,2,3.5,17,3.5,6
Islamic Relief USA,3.7,2,3.7,8,3.7,30,3.7,7
iSpace Inc.,3.7,2,3.7,2,3.7,23,3.7,3
"iSpace, Inc",3.7,2,3.7,2,3.7,23,3.7,3
"iSpace, Inc.",3.7,2,3.7,2,3.7,23,3.7,3
IT America Inc,4.2,3,4.2,2,4.2,19,4.2,5
IT Resonance Inc,4.3,2,4.3,2,4.3,19,4.3,3
ITC Defense,4.7,1,4.7,2,4.7,11,4.7,3
iTech Solutions,3.8,2,3.8,2,3.8,28,3.8,4
"iTech Solutions, Inc",3.8,2,3.8,2,3.8,28,3.8,4
Itility,3.3,2,3.3,2,3.3,15,3.3,2
"Itron, Inc.",3.2,6,3.2,3,3.2,46,3.2,10
"iVenture Solutions, Inc.",4.2,2,4.2,2,4.2,23,4.2,4
J&J Family of Companies,4,7,4,3,4,136,4,12
J.P. Morgan,3.9,7,3.9,3,3.9,224,3.9,12
Jabil Circuit,3.7,7,3.7,3,3.7,57,3.7,12
Jack Henry,3.6,6,3.6,3,3.6,47,3.6,9
Jack Henry & Associates,3.6,6,3.6,3,3.6,47,3.6,9
Jack In The Box,3.1,7,3.1,3,3.1,72,3.1,9
Jack In The Box,3,7,3,3,3,72,3,9
Jacobs,3.6,7,3.6,3,3.6,76,3.6,12
"Jacobs Engineering Group, Inc.",3.6,7,3.6,3,3.6,76,3.6,12
Jade Global,4.2,4,4.2,2,4.2,20,4.2,5
Jane Pauley Community Health Center,2.9,3,2.9,8,2.9,14,2.9,4
"Janus International Group, LLC",2.7,4,2.7,2,2.7,22,2.7,7
JASStek Inc.,4,1,4,2,4,19,4,2
Jazz Pharma,3.6,5,3.6,3,3.6,20,3.6,9
JC Penney,3.2,7,3.2,3,3.2,121,3.2,12
JCPenney,3.2,7,3.2,3,3.2,121,3.2,12
JCS Solutions LLC,3.8,2,3.8,4,3.8,9,3.8,3
JDX Consulting,3,4,3,2,3,11,3,5
JEA,3.3,5,3.3,6,3.3,55,3.3,10
Jefferies,3.6,5,3.6,3,3.6,61,3.6,10
Jefferies Financial Group Inc.,3.6,5,3.6,3,3.6,61,3.6,10
Jellyfish,3.8,5,3.8,2,3.8,18,3.8,6
JENSEN HUGHES,3.2,5,3.2,2,3.2,43,3.2,7
"Jersey Staffing Solutions, LLC",4.7,1,4.7,2,4.7,13,4.7,2
Jinko Solar US,2.9,6,2.9,3,2.9,17,2.9,8
Jinko Solar US,2.7,6,2.7,3,2.7,17,2.7,8
JM Eagle,2.5,5,2.5,2,2.5,40,2.5,9
JMA Solutions,3.9,2,3.9,2,3.9,18,3.9,5
JMAC Lending,4,2,4,2,4,25,4,4
Job Juncture,4.7,5,4.7,2,4.7,31,4.7,1
Jobot,4.9,2,4.9,2,4.9,5,4.9,5
Jobot,5,2,5,2,5,5,5,5
Joerns Healthcare,2.3,5,2.3,2,2.3,134,2.3,7
"John Wiley & Sons, Inc.",3.3,6,3.3,3,3.3,216,3.3,9
Johns Hopkins University,4.1,7,4.1,1,4.1,147,4.1,10
Johnson & Johnson,4,7,4,3,4,136,4,12
Johnson Controls,3.4,7,3.4,3,3.4,138,3.4,12
Johnsonville Sausage,4.4,5,4.4,2,4.4,78,4.4,9
Jornaya,3.6,2,3.6,2,3.6,12,3.6,4
"JP Systems, Inc.",5,1,5,2,5,40,5,4
JPMorgan Chase,3.9,7,3.9,3,3.9,224,3.9,12
JPMorgan Chase & Co.,3.9,7,3.9,3,3.9,224,3.9,12
"JPMorgan Chase Bank, N.A.",3.9,7,3.9,3,3.9,224,3.9,12
JPS Health Network,4,6,4,8,4,146,4,7
Juniper Networks,3.8,6,3.8,3,3.8,27,3.8,10
Just Energy,3.3,5,3.3,3,3.3,26,3.3,10
JVM Lending,4.9,1,4.9,2,4.9,17,4.9,3
"K2 Group, Inc.",5,1,5,2,5,19,5,2
Kairos Technologies,4,2,4,2,4,20,4,3
Kaiser Permanente,4,7,4,8,4,78,4,12
"Kalkomey Enterprises, LLC",4.4,2,4.4,2,4.4,25,4.4,4
Kalven Technologies,3,1,3,2,3,23,3,3
Kareo Inc,3.6,4,3.6,2,3.6,19,3.6,6
KARNA,2.8,1,2.8,2,2.8,15,2.8,3
Kastle Systems,3.2,4,3.2,2,3.2,51,3.2,7
Katalyst Technologies Inc.,2.8,4,2.8,2,2.8,12,2.8,6
Kaztronix,3.8,3,3.8,2,3.8,21,3.8,5
KBR,3.7,7,3.7,3,3.7,122,3.7,11
Keane,3,7,3,13,3,30,3,9
Keenan & Associates,3.9,4,3.9,2,3.9,51,3.9,4
Kelly,3.4,6,3.4,3,3.4,77,3.4,11
Kelly Mitchell Group,3.6,5,3.6,2,3.6,25,3.6,6
Kelsey Seybold Clinic,3.6,5,3.6,10,3.6,74,3.6,7
Kelsey-Seybold,3.6,5,3.6,10,3.6,74,3.6,7
Kelsey-Seybold Medical Group,3.6,5,3.6,10,3.6,74,3.6,7
Kemper,3.1,6,3.1,3,3.1,33,3.1,10
Kemper,3.2,6,3.2,3,3.2,33,3.2,10
Kendra Scott,4,5,4,2,4,21,4,7
Kent School District,3.1,5,3.1,11,3.1,80,3.1,7
KeyBank,3.3,7,3.3,3,3.3,174,3.3,11
KeyBank National Association,3.4,7,3.4,3,3.4,174,3.4,11
Keyrus Group,3.9,5,3.9,3,3.9,27,3.9,7
Keywords Studios,3.1,6,3.1,3,3.1,25,3.1,6
Kforce,4.1,7,4.1,3,4.1,57,4.1,9
KGS,4.7,2,4.7,2,4.7,13,4.7,4
KGS Technology Group Inc,3.7,2,3.7,2,3.7,15,3.7,2
"Khoros, LLC",3.5,4,3.5,2,3.5,15,3.5,7
KidKraft,2.9,3,2.9,2,2.9,55,2.9,7
Kiewit Corporation,3.6,7,3.6,2,3.6,139,3.6,12
Kimley-Horn,3.9,5,3.9,2,3.9,56,3.9,8
Kin + Carta,4.1,5,4.1,3,4.1,22,4.1,7
Kinder Morgan,3.4,7,3.4,3,3.4,26,3.4,12
Kineticom,4.1,3,4.1,2,4.1,23,4.1,5
KinetixHR,3.5,2,3.5,2,3.5,33,3.5,4
Kingman Regional Medical Center,3.1,5,3.1,7,3.1,43,3.1,7
King's Hawaiian,3.8,5,3.8,2,3.8,73,3.8,7
KIPP SoCal Public Schools,3.2,5,3.2,8,3.2,20,3.2,6
KIPP Texas Public Schools,3.4,5,3.4,11,3.4,29,3.4,7
Kirkland & Ellis,3.9,5,3.9,2,3.9,114,3.9,10
Kiss Products,2.5,4,2.5,2,2.5,34,2.5,7
Kite Pharma,3.4,5,3.4,3,3.4,15,3.4,4
Kite Pharma,3.5,5,3.5,3,3.5,15,3.5,4
Klanik Consulting,4.3,3,4.3,10,4.3,12,4.3,4
Klein Tools,4,5,4,2,4,166,4,7
Knight & Swift Logistics,3.3,6,3.3,3,3.3,33,3.3,9
Knight Transportation,3.3,6,3.3,3,3.3,33,3.3,9
Knowesis Inc.,4.4,2,4.4,2,4.4,16,4.4,5
Knowledge Services,3.5,2,3.5,2,3.5,29,3.5,7
Knowledgent,3.2,1,3.2,2,3.2,14,3.2,6
Known,3,3,3,2,3,19,3,7
Koam Engineering Systems,3.4,3,3.4,2,3.4,29,3.4,4
Koam Engineering Systems,3.6,3,3.6,2,3.6,29,3.6,4
Koch Industries,3.6,7,3.6,2,3.6,83,3.6,12
Kohl's,3.5,7,3.5,3,3.5,61,3.5,12
Konica Minolta Business Solutions,3.1,6,3.1,13,3.1,64,3.1,12
Konica Minolta Business Solutions,3.2,6,3.2,13,3.2,64,3.2,12
KORE1 Technologies,4.9,2,4.9,2,4.9,18,4.9,4
Korn/Ferry International,2.9,6,2.9,3,2.9,54,2.9,9
KPI Partners,3.6,3,3.6,2,3.6,17,3.6,5
KPISOFT,3.1,2,3.1,2,3.1,18,3.1,3
KPMG,3.9,7,3.9,13,3.9,36,3.9,10
Kraft Heinz Company,3,7,3,3,3,8,3,12
"Kranze Technology Solutions, Inc",5,2,5,2,5,15,5,4
KRG Technologies,4.4,4,4.4,2,4.4,20,4.4,6
Kronos Incorporated,4.2,6,4.2,2,4.2,46,4.2,9
Kubota Tractor,3.6,5,3.6,13,3.6,52,3.6,10
Kubota Tractor Corporation,3.6,5,3.6,13,3.6,52,3.6,10
Kudelski,3.5,5,3.5,3,3.5,72,3.5,8
Kuehne + Nagel,3.5,7,3.5,2,3.5,133,3.5,12
Kyriba Corp.,4,4,4,2,4,23,4,7
L Brands,3.8,7,3.8,3,3.8,60,3.8,12
L3Harris,3.4,7,3.4,3,3.4,4,3.4,12
La Jolla Institute for Allergy and Immunology,4.2,3,4.2,8,4.2,35,4.2,6
Lab Consulting Partnership,3.8,2,3.8,2,3.8,30,3.8,6
Lab126,3.4,5,3.4,13,3.4,19,3.4,6
LabCorp,3.1,7,3.1,3,3.1,28,3.1,11
Laboratory Corporation of America,3,7,3,3,3,28,3,11
LACERA,3.5,3,3.5,6,3.5,85,3.5,10
Lakeside Bank,4,2,4,2,4,30,4,6
Lam Research,3.8,7,3.8,3,3.8,43,3.8,11
LanceSoft Inc,3.8,5,3.8,2,3.8,23,3.8,7
Landmark Bank,3.7,3,3.7,3,3.7,22,3.7,5
Landmark Services Cooperative,4.6,3,4.6,9,4.6,90,4.6,7
LaneStaffing Inc.,3.4,1,3.4,2,3.4,16,3.4,2
Langan Engineering and Environmental Services,4,5,4,2,4,53,4,7
LANI,4.2,1,4.2,2,4.2,31,4.2,2
LANXESS Global,3.6,7,3.6,3,3.6,19,3.6,11
Lark Health,3.9,2,3.9,2,3.9,12,3.9,5
LaSalle Investment,3.9,4,3.9,2,3.9,43,3.9,4
Lat36,3.8,2,3.8,2,3.8,23,3.8,5
Latham & Watkins,3.9,5,3.9,2,3.9,51,3.9,10
Lattice Semiconductor,3.9,4,3.9,3,3.9,40,3.9,7
LaunchTWS,4.5,4,4.5,2,4.5,12,4.5,6
Laurel Springs School,2.2,5,2.2,11,2.2,32,2.2,5
Lawrence Livermore National Lab,4.7,5,4.7,6,4.7,71,4.7,9
La-Z-Boy Incorporated,3.6,6,3.6,3,3.6,96,3.6,9
LCRA,2.9,5,2.9,6,2.9,89,2.9,9
LeadMD,3.8,2,3.8,2,3.8,14,3.8,4
LeanData,4,2,4,2,4,11,4,4
LEARN Charter School,4.1,3,4.1,11,4.1,22,4.1,5
Leidos,3.5,7,3.5,3,3.5,54,3.5,12
Leidos Holdings Inc.,3.5,7,3.5,3,3.5,54,3.5,12
Lemonade,4.8,3,4.8,2,4.8,8,4.8,6
LendingTree,3.7,5,3.7,3,3.7,27,3.7,8
"LendingTree, LLC.",3.7,5,3.7,3,3.7,27,3.7,8
Lennox International,3.3,6,3.3,3,3.3,128,3.3,10
Lenora systems,4.5,3,4.5,2,4.5,11,4.5,2
Leonie Industries,3.4,2,3.4,2,3.4,17,3.4,3
Levelwing Media LLC,3.1,1,3.1,2,3.1,21,3.1,5
"Levi, Ray & Shoup, Inc.",3.9,4,3.9,2,3.9,44,3.9,7
LexisNexis Risk Solutions,3.7,5,3.7,3,3.7,23,3.7,10
Liberty Mutual Insurance,3.4,7,3.4,2,3.4,111,3.4,12
Liberty Source,3.5,2,3.5,2,3.5,9,3.5,3
Lidl,3.3,7,3.3,2,3.3,29,3.3,12
Lidl,3.4,7,3.4,2,3.4,29,3.4,12
LiftOne,3.9,5,3.9,2,3.9,97,3.9,7
Lightbend,4.8,2,4.8,2,4.8,12,4.8,4
Lightspeed Systems,4.3,2,4.3,2,4.3,24,4.3,5
Lilly,3.7,7,3.7,3,3.7,147,3.7,12
Limelight Networks,3.2,4,3.2,3,3.2,22,3.2,7
Lincoln,4,6,4,2,4,58,4,7
Lincoln Financial,3.5,7,3.5,3,3.5,118,3.5,12
Lincoln Property Company,4,6,4,2,4,58,4,7
LinQuest,4,4,4,2,4,19,4,6
Linquest Corporation,4,4,4,2,4,19,4,6
Lionbridge,3.3,6,3.3,2,3.3,27,3.3,8
Lionsgate,3.2,5,3.2,3,3.2,26,3.2,10
Liquid Web,3.1,4,3.1,2,3.1,26,3.1,6
Listrak,3.4,3,3.4,2,3.4,24,3.4,6
Litify,4.1,1,4.1,2,4.1,7,4.1,2
Littelfuse,3.7,7,3.7,3,3.7,96,3.7,9
LivaNova,3.1,5,3.1,3,3.1,8,3.1,9
Live Nation Entertainment,4,7,4,3,4,18,4,11
"LivePerson, Inc.",3.3,5,3.3,3,3.3,28,3.3,7
LiveRamp,4.6,5,4.6,3,4.6,18,4.6,7
Livingston International,4.1,5,4.1,2,4.1,78,4.1,8
"LJA Engineering, Inc.",4.1,5,4.1,2,4.1,26,4.1,7
Lloyd Group,4.3,2,4.3,2,4.3,28,4.3,4
LMI,4,5,4,8,4,62,4,7
loanDepot,3.4,6,3.4,2,3.4,13,3.4,9
loanDepot,3.3,6,3.3,2,3.3,13,3.3,9
Lob,4.3,1,4.3,2,4.3,10,4.3,4
Local Initiatives Support Corporation,4,3,4,8,4,44,4,7
Lockheed Martin,3.8,7,3.8,3,3.8,28,3.8,12
Lockton,3.8,6,3.8,2,3.8,57,3.8,9
Logic20/20,3.5,3,3.5,2,3.5,18,3.5,5
Logicalis,3.5,5,3.5,2,3.5,35,3.5,9
Logisticare,2.6,5,2.6,3,2.6,29,2.6,9
"LogistiCare, Inc.",2.6,5,2.6,3,2.6,29,2.6,9
Loma Linda University Medical Center,3.5,7,3.5,8,3.5,56,3.5,9
Loma Linda University Medical Center,3.4,7,3.4,8,3.4,56,3.4,9
London Stock Exchange Group,3.1,5,3.1,3,3.1,325,3.1,6
London Stock Exchange Group,3.2,5,3.2,3,3.2,325,3.2,6
Long Term Care Group,2.8,5,2.8,2,2.8,27,2.8,9
Long's Drugs,3.8,7,3.8,3,3.8,85,3.8,9
Lonza,3.2,7,3.2,3,3.2,126,3.2,11
Lonza,3.3,7,3.3,3,3.3,126,3.3,11
"Lonza, Inc.",3.3,7,3.3,3,3.3,126,3.3,11
Los Angeles County,4.1,7,4.1,6,4.1,173,4.1,12
Los Angeles Homeless Services Authority,2,2,2,6,2,30,2,6
Los Angeles Universal Preschool,3,2,3,8,3,19,3,6
Loves Travel Stops & Country Store,3.4,7,3.4,2,3.4,59,3.4,12
Lowell General Hospital,3.5,5,3.5,7,3.5,132,3.5,7
Lower Colorado River Authority,2.9,5,2.9,6,2.9,89,2.9,9
Lowe's,3.3,7,3.3,3,3.3,102,3.3,12
Lowe's,3.3,7,3.3,3,3.3,77,3.3,12
"Lowe's Companies, Inc.",3.3,7,3.3,3,3.3,102,3.3,12
Loyola College in Maryland,3.9,5,3.9,1,3.9,171,3.9,7
LPL Financial,3.5,5,3.5,3,3.5,55,3.5,10
LRW,3.6,4,3.6,2,3.6,50,3.6,7
"LS Power Development, LLC",4.3,2,4.3,2,4.3,33,4.3,6
LSINC Corporation,3.8,2,3.8,2,3.8,15,3.8,4
LTCG,2.8,5,2.8,2,2.8,27,2.8,9
Luckie & Co.,3.5,2,3.5,2,3.5,70,3.5,6
"Lucky Brand Dungarees, Inc.",3.9,4,3.9,13,3.9,24,3.9,8
Lumentum Operations,3.5,5,3.5,3,3.5,8,3.5,9
Lutheran Services Florida,3.3,5,3.3,8,3.3,41,3.3,7
Luxottica,3.4,7,3.4,2,3.4,62,3.4,11
Luxottica Retail,3.4,7,3.4,2,3.4,62,3.4,11
"Lynch Consultants, LLC",3.7,1,3.7,2,3.7,12,3.7,3
Lynker Technologies,3.9,2,3.9,2,3.9,16,3.9,4
Lyondellbasell,3.7,7,3.7,3,3.7,16,3.7,12
LyondellBasell Industries,3.7,7,3.7,3,3.7,16,3.7,12
M&T Bank,3.3,7,3.3,3,3.3,167,3.3,11
M&T Bank Corporation,3.3,7,3.3,3,3.3,167,3.3,11
"M. C. Dean, Inc.",3.3,5,3.3,2,3.3,74,3.3,9
"M.C. Dean, Inc.",3.3,5,3.3,2,3.3,74,3.3,9
"M.C. Dean, Inc.",3.4,5,3.4,2,3.4,74,3.4,9
M/I Homes,2.9,5,2.9,3,2.9,47,2.9,9
Mackin,3.4,2,3.4,2,3.4,63,3.4,4
Macquarie Group,3.3,7,3.3,3,3.3,54,3.3,11
MACRO.CCS,4.8,1,4.8,2,4.8,34,4.8,3
Macy's,3.3,7,3.3,3,3.3,165,3.3,12
"Madison Logic, Inc.",3.9,2,3.9,2,3.9,18,3.9,6
Maestro Technologies,5,2,5,2,5,20,5,3
Magellan Health,3.1,7,3.1,3,3.1,54,3.1,11
Main Line Health,3.6,7,3.6,8,3.6,38,3.6,9
Maine Pointe,4.5,2,4.5,2,4.5,19,4.5,6
Make-A-Wish Foundation of America,3.6,5,3.6,8,3.6,43,3.6,7
Mallinckrodt Pharmaceuticals,3.1,5,3.1,3,3.1,156,3.1,10
Management Consulting & Research,3.7,3,3.7,2,3.7,46,3.7,7
Management Controls,4.1,2,4.1,2,4.1,34,4.1,5
Management Science Associates,2.4,4,2.4,2,2.4,60,2.4,7
"Management Science Associates, Inc.",2.4,4,2.4,2,2.4,60,2.4,7
Management Solutions,3.4,5,3.4,2,3.4,21,3.4,7
Mangan,3.6,2,3.6,2,3.6,33,3.6,5
Manifest Solutions,3.8,2,3.8,2,3.8,29,3.8,3
Manpower Group,3.6,7,3.6,3,3.6,75,3.6,12
ManTech,4.2,6,4.2,3,4.2,55,4.2,9
ManTech International Corporation,4.2,6,4.2,3,4.2,55,4.2,9
Manulife,3.7,7,3.7,3,3.7,136,3.7,5
Marathon Petroleum Corporation,3.6,7,3.6,3,3.6,136,3.6,12
Marcel Media,4.6,1,4.6,2,4.6,20,4.6,3
Marco & Associates,4.3,1,4.3,2,4.3,13,4.3,2
Marcum LLP,3.4,5,3.4,2,3.4,72,3.4,8
Marcus & Millichap,3.2,5,3.2,3,3.2,52,3.2,8
Marin City Health and Wellness Center,4.5,1,4.5,8,4.5,16,4.5,2
Mark Paneth,3.8,4,3.8,10,3.8,116,3.8,7
Mark43,4.4,2,4.4,2,4.4,11,4.4,3
Markel,3.3,6,3.3,3,3.3,43,3.3,11
Markel Corporation,3.3,6,3.3,3,3.3,43,3.3,11
MarkMonitor,3.1,4,3.1,13,3.1,24,3.1,7
"Marlabs, Inc",4.4,5,4.4,2,4.4,27,4.4,7
Marquee Staffing,4.7,1,4.7,2,4.7,34,4.7,4
Mars,3.9,7,3.9,2,3.9,112,3.9,12
Marsh,3.5,7,3.5,13,3.5,152,3.5,9
Marsh & McLennan Companies,3.4,7,3.4,3,3.4,152,3.4,12
"Marsh & McLennan Companies, Inc.",3.4,7,3.4,3,3.4,152,3.4,12
Martin-Brower,3.5,7,3.5,13,3.5,67,3.5,12
Mary Kay,3.9,6,3.9,2,3.9,60,3.9,10
Masco,3.8,7,3.8,3,3.8,94,3.8,11
Mashpoint,4.2,2,4.2,2,4.2,11,4.2,3
Mass General Brigham,3.6,7,3.6,8,3.6,29,3.6,12
Massachusetts General Hospital,4.1,7,4.1,7,4.1,212,4.1,10
Massachusetts Institute of Technology,4.4,7,4.4,1,4.4,162,4.4,10
MassMutual,3.7,6,3.7,2,3.7,172,3.7,12
Mast Global,3.8,7,3.8,3,3.8,60,3.8,12
Mastech Digital,4.5,5,4.5,3,4.5,37,4.5,7
Master Electronics,3.4,3,3.4,2,3.4,57,3.4,7
Master Lock,3.5,5,3.5,13,3.5,102,3.5,8
Mastercard,4.1,7,4.1,3,4.1,57,4.1,11
Match Group,2.8,5,2.8,2,2.8,25,2.8,7
Mathematica Policy Research,3.5,5,3.5,2,3.5,37,3.5,7
MathWorks,4.3,6,4.3,2,4.3,39,4.3,9
Matlen Silver,3.4,3,3.4,2,3.4,43,3.4,6
Matrix Resources,4.2,3,4.2,2,4.2,40,4.2,7
Maven Wave Partners,4.5,3,4.5,2,4.5,15,4.5,6
Maveric NXT Inc,3.7,5,3.7,2,3.7,23,3.7,9
MAXIMUS,3,7,3,3,3,48,3,10
"Maximus, Inc.",3,7,3,3,3,48,3,10
MaxisIT,3.4,3,3.4,2,3.4,19,3.4,4
"Maxonic, Inc.",4.5,2,4.5,2,4.5,21,4.5,5
"Maxor National Pharmacy Services, LLC",4.2,3,4.2,2,4.2,57,4.2,6
Mayfield Dairy Farms,2.4,5,2.4,13,2.4,33,2.4,7
"Mayvin, Inc.",4.7,2,4.7,2,4.7,15,4.7,2
McAfee,3.5,6,3.5,2,3.5,36,3.5,12
McAfee,3.6,6,3.6,2,3.6,36,3.6,12
McDermott,3.4,7,3.4,3,3.4,100,3.4,11
McDermott Will & Emery,3.9,4,3.9,2,3.9,89,3.9,9
McDonald's Corporation,3.5,7,3.5,3,3.5,68,3.5,12
McGaw.io,4.4,1,4.4,2,4.4,9,4.4,2
McGrath Systems,3.7,1,3.7,2,3.7,18,3.7,4
McKesson,3.4,7,3.4,3,3.4,190,3.4,12
McKinstry,3.5,5,3.5,2,3.5,63,3.5,8
McLane Global,4,2,4,2,4,68,4,7
MD Anderson Cancer Center,4.4,7,4.4,7,4.4,82,4.4,10
"MDB, Inc.",4.2,1,4.2,2,4.2,23,4.2,3
MDC Research,2.6,3,2.6,2,2.6,45,2.6,4
MDLIVE Inc,4.1,3,4.1,2,4.1,14,4.1,6
MDSL,3.8,4,3.8,2,3.8,28,3.8,7
MDSL,3.9,4,3.9,2,3.9,28,3.9,7
MeadWestVaco,3.2,7,3.2,3,3.2,8,3.2,12
Medallia,3.9,5,3.9,3,3.9,22,3.9,7
MedCost LLC,3,3,3,3,3,39,3,5
MEDecision,2.6,3,2.6,13,2.6,35,2.6,6
MediaMath,3.6,4,3.6,2,3.6,16,3.6,7
Mediaocean,4,4,4,2,4,56,4,7
Medica,3.8,5,3.8,8,3.8,32,3.8,6
Medical Mutual,3.5,5,3.5,8,3.5,78,3.5,9
Medical Mutual of Ohio,3.5,5,3.5,8,3.5,78,3.5,9
Medidata Solutions,4.3,5,4.3,3,4.3,24,4.3,8
Medifast,3,4,3,3,3,43,3,8
MedImpact,2.5,5,2.5,2,2.5,34,2.5,4
Medix,3.5,3,3.5,2,3.5,22,3.5,7
Medline Industries,3.3,7,3.3,2,3.3,57,3.3,12
Medline Industries,3.4,7,3.4,2,3.4,57,3.4,12
Medpace,2.7,5,2.7,3,2.7,31,2.7,7
MedPOINT Management,3,1,3,2,3,27,3,3
MedPro Group,3.2,4,3.2,13,3.2,124,3.2,9
MedSeek,2.6,2,2.6,2,2.6,27,2.6,5
Medtronic Inc.,3.7,7,3.7,3,3.7,74,3.7,12
Mei Inc,3.9,3,3.9,2,3.9,31,3.9,7
Members Choice Credit Union,3,2,3,9,3,82,3,8
Memorial Sloan-Kettering,3.9,7,3.9,8,3.9,139,3.9,10
"Mental Health Systems, Inc",2.9,4,2.9,8,2.9,45,2.9,6
Mentor Graphics,4.2,6,4.2,3,4.2,42,4.2,9
Mercer,3.4,7,3.4,13,3.4,78,3.4,10
Merck,3.9,7,3.9,3,3.9,132,3.9,12
Merck KGaA,4,7,4,3,4,355,4,12
Mercury Insurance Group,3.4,5,3.4,3,3.4,62,3.4,10
Mercy Health Services,3.7,5,3.7,7,3.7,149,3.7,7
"Meridian Technologies, Inc.",4,2,4,2,4,27,4,5
Meriplex Communications,3.6,2,3.6,2,3.6,22,3.6,3
Meriter Health Services,3.7,5,3.7,8,3.7,36,3.7,8
Mesirow Financial,3.7,4,3.7,2,3.7,86,3.7,7
Messer North America,3.9,6,3.9,2,3.9,125,3.9,9
"MetaSense, Inc.",4.5,1,4.5,2,4.5,24,4.5,2
Metasys Technologies,4.8,3,4.8,2,4.8,23,4.8,5
"Metasys Technologies, Inc.",4.8,3,4.8,2,4.8,23,4.8,5
